Numero Ticket;ItemID;Item;Fecha Creacion;Fecha Termino;Service Desk;Fecha Cierre;Resumen;Ubicacion;Modo Reporte;Estado;Prioridad
WO0000005318187;108;FOCO FLOURESCENTES;2024-06-16;16-06-24;Zona Centro;19/06/2024;CAMBIAR;SAN JUAN DE LURIGANCHO - 191017;Web HD;Cerrado;3
WO0000005318110;43;CAJONERA CERRADURA;2024-06-16;03-07-24;Zona Norte;06/07/2024;REEMPLAZAR;SICUANI - 533000;Web HD;Cerrado;3
WO0000005318196;108;FOCO FLOURESCENTES;2024-06-16;16-06-24;Zona Centro;19/06/2024;CAMBIAR;EL SOL - 191082;Web HD;Cerrado;3
WO0000005320212;43;CAJONERA CERRADURA;2024-06-16;27-06-24;Zona Norte;30/06/2024;REEMPLAZAR;ANDAHUAYLAS - 205000;Web HD;Cerrado;3
WO0000005317568;56;CONTADOR DE BILLETES;2024-06-16;18-06-24;Zona Sur;21/06/2024;REPARAR;CONSTRUCTORES - 193005;Web HD;Cerrado;3
WO0000005318159;56;CONTADOR DE BILLETES;2024-06-16;18-06-24;Zona Sur;21/06/2024;REPARAR;VITARTE - 191043;Web HD;Cerrado;3
WO0000005317565;56;CONTADOR DE BILLETES;2024-06-16;23-06-24;Zona Sur;26/06/2024;REPARAR;CONSTRUCTORES - 193005;Web HD;Cerrado;3
WO0000005319408;56;CONTADOR DE BILLETES;2024-06-16;;Zona Sur;;REPARAR;ALFONSO UGARTE - 191089;Web HD;Rechazado;3
WO0000005318194;108;FOCO FLOURESCENTES;2024-06-16;16-06-24;Zona Centro;19/06/2024;CAMBIAR;EL SOL - 191082;Web HD;Cerrado;3
WO0000005319436;56;CONTADOR DE BILLETES;2024-06-16;19-06-24;Zona Sur;22/06/2024;REPARAR;ALFONSO UGARTE - 191089;Web HD;Cerrado;3
WO0000005319421;69;DETECTOR DE BILLETES;2024-06-16;17-06-24;Zona Sur;20/06/2024;REPARAR;ALFONSO UGARTE - 191089;Web HD;Cerrado;3
WO0000005318116;120;INDECI;2024-06-16;25-09-24;Zona Centro;28/09/2024;REALIZAR MANTENIMIENTO REGULATORIO;TUSILAGOS - 191108;Web HD;Cerrado;3
WO0000005319008;111;GRIFERIA;2024-06-16;23-06-24;Zona Centro;26/06/2024;REVISAR;CANTO GRANDE - 191096;Web HD;Cerrado;3
WO0000005318122;138;LOCKER CERRADURA;2024-06-16;16-06-24;Zona Centro;19/06/2024;APERTURAR;PROCERES - 191120;Web HD;Cerrado;3
WO0000005319022;43;CAJONERA CERRADURA;2024-06-16;16-06-24;Zona Sur;19/06/2024;REEMPLAZAR;MALL AVENTURA PLAZA SANTA ANITA - 191118;Web HD;Cerrado;3
WO0000005320201;154;OFICINA;2024-06-16;26-06-24;Zona Norte;29/06/2024;FUMIGAR;SICUANI - 533000;Web HD;Cerrado;3
WO0000005317577;56;CONTADOR DE BILLETES;2024-06-16;;Zona Sur;;REPARAR;EMANCIPACION - 191054;Web HD;Rechazado;3
WO0000005318675;111;GRIFERIA;2024-06-16;16-06-24;Zona Centro;19/06/2024;REVISAR;CANTO GRANDE - 191096;Web HD;Cerrado;3
WO0000005318670;154;OFICINA;2024-06-16;30-06-24;Zona Sur;03/07/2024;FUMIGAR;PURUCHUCO - 191020;Web HD;Cerrado;3
WO0000005319763;106;FOCO AHORRADOR;2024-06-16;26-06-24;Zona Norte;29/06/2024;CAMBIAR;ILO - 385000;Web HD;Cerrado;3
WO0000005319013;139;LONCHERA CERRADURA;2024-06-16;16-06-24;Zona Sur;19/06/2024;REEMPLAZAR;MALL AVENTURA PLAZA SANTA ANITA - 191118;Web HD;Cerrado;3
WO0000005320213;190;PUERTA / MAMPARA CERRADURA;2024-06-16;27-06-24;Zona Norte;30/06/2024;REEMPLAZAR;ANDAHUAYLAS - 205000;Web HD;Cerrado;3
WO0000005318674;111;GRIFERIA;2024-06-16;16-06-24;Zona Centro;19/06/2024;REVISAR;CANTO GRANDE - 191096;Web HD;Cerrado;3
WO0000005318125;107;FOCO DICROICOS;2024-06-16;16-06-24;Zona Centro;19/06/2024;CAMBIAR;PROCERES - 191120;Web HD;Cerrado;3
WO0000005318680;139;LONCHERA CERRADURA;2024-06-16;16-06-24;Zona Centro;19/06/2024;REEMPLAZAR;ZARATE - 191097;Web HD;Cerrado;3
WO0000005318112;185;PRE INDECI;2024-06-16;30-07-24;Zona Sur;02/08/2024;REALIZAR - PRE REGULATORIO;MINI AGENCIA HERSIL - 191149;Web HD;Cerrado;3
WO0000005319473;232;TABLERO ELECTRICO;2024-06-16;24-06-24;Zona Centro;26/06/2024;REVISAR;LA ENSENADA - 191149;Web HD;Cerrado;3
WO0000005318105;107;FOCO DICROICOS;2024-06-16;18-06-24;Zona Norte;21/06/2024;REVISAR;PARQUE INDUSTRIAL (AREQUIPA) - 215005;Web HD;Cerrado;3
WO0000005318149;56;CONTADOR DE BILLETES;2024-06-16;;Zona Sur;;REPARAR;PARCONA - 380007;Web HD;Rechazado;3
WO0000005318140;56;CONTADOR DE BILLETES;2024-06-16;;Zona Sur;;REPARAR;PARCONA - 380007;Web HD;Rechazado;3
WO0000005318676;138;LOCKER CERRADURA;2024-06-16;22-06-24;Zona Centro;25/06/2024;DUPLICADO DE LLAVE;VILLA SOL - 191059;Web HD;Cerrado;3
WO0000005319009;139;LONCHERA CERRADURA;2024-06-16;16-06-24;Zona Sur;19/06/2024;REEMPLAZAR;LOS DAMASCOS - 193038;Web HD;Cerrado;3
WO0000005319087;139;LONCHERA CERRADURA;2024-06-16;19-06-24;Zona Centro;22/06/2024;DUPLICADO DE LLAVE;EL PINO - 191087;Web HD;Cerrado;3
WO0000005319085;139;LONCHERA CERRADURA;2024-06-16;19-06-24;Zona Centro;22/06/2024;DUPLICADO DE LLAVE;EL PINO - 191087;Web HD;Cerrado;3
WO0000005317558;56;CONTADOR DE BILLETES;2024-06-16;16-06-24;Zona Sur;16/06/2024;REPARAR;CONSTRUCTORES - 193005;Web HD;Rechazado;3
WO0000005319020;43;CAJONERA CERRADURA;2024-06-16;16-06-24;Zona Sur;19/06/2024;REEMPLAZAR;MALL AVENTURA PLAZA SANTA ANITA - 191118;Web HD;Cerrado;3
WO0000005317598;56;CONTADOR DE BILLETES;2024-06-16;08-07-24;Zona Norte;11/07/2024;REPARAR;MALL AVENTURA PLAZA AREQUIPA - 215011;Web HD;Cerrado;3
WO0000005319790;188;PUERTA / MAMPARA;2024-06-16;25-06-24;Zona Norte;28/06/2024;REPARAR;PUNO - 495000;Web HD;Cerrado;3
WO0000005319017;190;PUERTA / MAMPARA CERRADURA;2024-06-16;16-06-24;Zona Sur;19/06/2024;APERTURAR;MALL AVENTURA PLAZA SANTA ANITA - 191118;Web HD;Cerrado;3
WO0000005318135;57;CONTADOR DE MONEDAS;2024-06-16;;Zona Sur;;REPARAR;PARCONA - 380007;Web HD;Rechazado;3
WO0000005317537;190;PUERTA / MAMPARA CERRADURA;2024-06-16;17-06-24;Zona Norte;20/06/2024;DUPLICADO DE LLAVE;CAYMA - 215002;Web HD;Cerrado;3
WO0000005323091;251;TUBERIA DE AGUA;2024-06-17;18-06-24;Zona Norte;21/06/2024;REPARAR;LA CULTURA - 285006;Web HD;Cerrado;3
WO0000005322473;108;FOCO FLOURESCENTES;2024-06-17;17-06-24;Zona Sur;20/06/2024;CAMBIAR;ALFONSO UGARTE - 191089;Web HD;Cerrado;3
WO0000005322412;41;CAJONERA;2024-06-17;23-06-24;Zona Norte;26/06/2024;REPARAR;JULIACA - 405000;Web HD;Cerrado;3
WO0000005323039;41;CAJONERA;2024-06-17;24-06-24;Zona Centro;27/06/2024;REPARAR;NAYLAMP - 191143;Web HD;Cerrado;3
WO0000005321486;160;PANEL DE ALARMAS;2024-06-17;17-06-24;Zona Sur;20/06/2024;REPARAR;MARISCAL CACERES - 220002;Web HD;Cerrado;3
WO0000005322472;108;FOCO FLOURESCENTES;2024-06-17;17-06-24;Zona Sur;20/06/2024;CAMBIAR;ALFONSO UGARTE - 191089;Web HD;Cerrado;3
WO0000005321413;52;COCINA EQUIPOS;2024-06-17;;Zona Centro;;REPARAR;LA ENSENADA - 191149;Web HD;Rechazado;3
WO0000005321969;111;GRIFERIA;2024-06-17;25-06-24;Zona Norte;28/06/2024;REVISAR;ILO - 385000;Web HD;Cerrado;3
WO0000005323049;56;CONTADOR DE BILLETES;2024-06-17;19-06-24;Zona Sur;22/06/2024;REPARAR;CONSTRUCTORES - 193005;Web HD;Cerrado;3
WO0000005323041;32;CAJA BUZON;2024-06-17;19-06-24;Zona Centro;22/06/2024;REPARAR;NAYLAMP - 191143;Web HD;Cerrado;3
WO0000005321999;43;CAJONERA CERRADURA;2024-06-17;18-06-24;Zona Centro;21/06/2024;REEMPLAZAR;EL AGUSTINO - 191041;Web HD;Cerrado;3
WO0000005321499;111;GRIFERIA;2024-06-17;17-06-24;Zona Centro;20/06/2024;REVISAR;ROSA TORO - 193022;Web HD;Cerrado;3
WO0000005321937;32;CAJA BUZON;2024-06-17;19-06-24;Zona Centro;22/06/2024;REPARAR;BELAUNDE - 191018;Web HD;Cerrado;3
WO0000005323082;188;PUERTA / MAMPARA;2024-06-17;29-06-24;Zona Centro;02/07/2024;REPARAR;C.C. MULTIPLAZA - 191077;Web HD;Cerrado;3
WO0000005321446;30;CABLEADO;2024-06-17;18-06-24;Zona Norte;21/06/2024;REVISAR;PARQUE INDUSTRIAL (AREQUIPA) - 215005;Web HD;Cerrado;3
WO0000005322466;43;CAJONERA CERRADURA;2024-06-17;17-06-24;Zona Sur;20/06/2024;REEMPLAZAR;HUAYCAN - 191085;Web HD;Cerrado;3
WO0000005321094;13;ASCENSOR DISCAPACITADO;2024-06-17;13-07-24;Zona Centro;16/07/2024;REVISAR;PROCERES - 191120;Web HD;Cerrado;3
WO0000005323081;232;TABLERO ELECTRICO;2024-06-17;;Zona Centro;;REVISAR;PLAZA CIVICA VENTANILLA - 192026;Web HD;Rechazado;3
WO0000005321987;154;OFICINA;2024-06-17;30-06-24;Zona Sur;03/07/2024;FUMIGAR;COLONIAL - 192035;Web HD;Cerrado;3
WO0000005322414;108;FOCO FLOURESCENTES;2024-06-17;23-06-24;Zona Norte;26/06/2024;CAMBIAR;JULIACA - 405000;Web HD;Cerrado;3
WO0000005323059;154;OFICINA;2024-06-17;19-06-24;Zona Norte;22/06/2024;FUMIGAR;CUSCO - 285000;Web HD;Cerrado;3
WO0000005321424;5;AIRE ACONDICIONADO;2024-06-17;18-06-24;Zona Centro;21/06/2024;REPARAR;BELAUNDE - 191018;Web HD;Cerrado;3
WO0000005321979;111;GRIFERIA;2024-06-17;23-06-24;Zona Centro;26/06/2024;REVISAR;SANTO DOMINGO - 191036;Web HD;Cerrado;3
WO0000005323060;154;OFICINA;2024-06-17;19-06-24;Zona Norte;22/06/2024;FUMIGAR;LARAPA - 285005;Web HD;Cerrado;3
WO0000005322419;28;CABLE DE SEGURIDAD;2024-06-17;;Zona Sur;;APERTURAR;LOS DAMASCOS - 193038;Web HD;Rechazado;3
WO0000005323083;56;CONTADOR DE BILLETES;2024-06-17;;Zona Centro;;REPARAR;C.C. MULTIPLAZA - 191077;Web HD;Rechazado;3
WO0000005321405;111;GRIFERIA;2024-06-17;22-06-24;Zona Centro;25/06/2024;REVISAR;LA ENSENADA - 191149;Web HD;Cerrado;3
WO0000005321074;65;CREDENZA CERRADURA;2024-06-17;17-06-24;Zona Sur;20/06/2024;REEMPLAZAR;PURUCHUCO - 191020;Web HD;Cerrado;3
WO0000005321922;32;CAJA BUZON;2024-06-17;18-06-24;Zona Sur;21/06/2024;APERTURAR;MESA REDONDA - 191069;Web HD;Cerrado;3
WO0000005322483;69;DETECTOR DE BILLETES;2024-06-17;17-06-24;Zona Sur;20/06/2024;REPARAR;HUAYCAN - 191085;Web HD;Cerrado;3
WO0000005322468;43;CAJONERA CERRADURA;2024-06-17;17-06-24;Zona Sur;20/06/2024;REEMPLAZAR;HUAYCAN - 191085;Web HD;Cerrado;3
WO0000005322467;43;CAJONERA CERRADURA;2024-06-17;17-06-24;Zona Sur;20/06/2024;REEMPLAZAR;HUAYCAN - 191085;Web HD;Cerrado;3
WO0000005323042;56;CONTADOR DE BILLETES;2024-06-17;;Zona Centro;;REPARAR;NAYLAMP - 191143;Web HD;Rechazado;3
WO0000005322469;43;CAJONERA CERRADURA;2024-06-17;17-06-24;Zona Sur;20/06/2024;REEMPLAZAR;HUAYCAN - 191085;Web HD;Cerrado;3
WO0000005322421;57;CONTADOR DE MONEDAS;2024-06-17;18-06-24;Zona Sur;21/06/2024;REPARAR;HUAYCAN - 191085;Web HD;Cerrado;3
WO0000005321497;221;SILLAS;2024-06-17;17-06-24;Zona Centro;20/06/2024;REPARAR;ROSA TORO - 193022;Web HD;Cerrado;3
WO0000005322471;43;CAJONERA CERRADURA;2024-06-17;17-06-24;Zona Sur;20/06/2024;REEMPLAZAR;HUAYCAN - 191085;Web HD;Cerrado;3
WO0000005325819;56;CONTADOR DE BILLETES;2024-06-18;30-06-24;Zona Centro;03/07/2024;REPARAR;PLAZA CIVICA VENTANILLA - 192026;Web HD;Cerrado;3
WO0000005326000;144;MESAS;2024-06-18;27-06-24;Zona Norte;30/06/2024;REPARAR;TACNA - 540000;Web HD;Cerrado;3
WO0000005325443;221;SILLAS;2024-06-18;18-06-24;Zona Centro;21/06/2024;REPARAR;PLAZA LIMA NORTE - 191058;Web HD;Cerrado;3
WO0000005325440;221;SILLAS;2024-06-18;18-06-24;Zona Centro;21/06/2024;REPARAR;PLAZA LIMA NORTE - 191058;Web HD;Cerrado;3
WO0000005325499;108;FOCO FLOURESCENTES;2024-06-18;18-06-24;Zona Centro;21/06/2024;CAMBIAR;INDEPENDENCIA (LIMA) - 191142;Web HD;Cerrado;3
WO0000005325806;108;FOCO FLOURESCENTES;2024-06-18;18-06-24;Zona Centro;21/06/2024;CAMBIAR;INDEPENDENCIA (LIMA) - 191142;Web HD;Cerrado;3
WO0000005326634;108;FOCO FLOURESCENTES;2024-06-18;25-06-24;Zona Norte;28/06/2024;CAMBIAR;ABANCAY - 200000;Web HD;Cerrado;3
WO0000005325492;108;FOCO FLOURESCENTES;2024-06-18;18-06-24;Zona Centro;21/06/2024;CAMBIAR;INDEPENDENCIA (LIMA) - 191142;Web HD;Cerrado;3
WO0000005325867;108;FOCO FLOURESCENTES;2024-06-18;18-06-24;Zona Centro;21/06/2024;CAMBIAR;EDUARDO DE HABICH - 191023;Web HD;Cerrado;3
WO0000005325886;108;FOCO FLOURESCENTES;2024-06-18;18-06-24;Zona Centro;21/06/2024;CAMBIAR;EDUARDO DE HABICH - 191023;Web HD;Cerrado;3
WO0000005325888;108;FOCO FLOURESCENTES;2024-06-18;18-06-24;Zona Centro;21/06/2024;CAMBIAR;EDUARDO DE HABICH - 191023;Web HD;Cerrado;3
WO0000005325866;108;FOCO FLOURESCENTES;2024-06-18;18-06-24;Zona Centro;21/06/2024;CAMBIAR;EDUARDO DE HABICH - 191023;Web HD;Cerrado;3
WO0000005325438;108;FOCO FLOURESCENTES;2024-06-18;18-06-24;Zona Centro;21/06/2024;CAMBIAR;NARANJAL - 191141;Web HD;Cerrado;3
WO0000005325475;57;CONTADOR DE MONEDAS;2024-06-18;23-06-24;Zona Sur;26/06/2024;REPARAR;ALFONSO UGARTE - 191089;Web HD;Cerrado;3
WO0000005325299;57;CONTADOR DE MONEDAS;2024-06-18;;Zona Sur;;REPARAR;SANTA ANITA - 191052;Web HD;Rechazado;3
WO0000005325258;57;CONTADOR DE MONEDAS;2024-06-18;22-06-24;Zona Sur;25/06/2024;REPARAR;MUSA - 193050;Web HD;Cerrado;3
WO0000005326643;188;PUERTA / MAMPARA;2024-06-18;26-06-24;Zona Centro;29/06/2024;REPARAR;TUPAC AMARU - 191038;Web HD;Cerrado;3
WO0000005325890;108;FOCO FLOURESCENTES;2024-06-18;18-06-24;Zona Centro;21/06/2024;CAMBIAR;EDUARDO DE HABICH - 191023;Web HD;Cerrado;3
WO0000005326029;188;PUERTA / MAMPARA;2024-06-18;24-06-24;Zona Centro;27/06/2024;REPARAR;TUPAC AMARU - 191038;Web HD;Cerrado;3
WO0000005327343;154;OFICINA;2024-06-18;30-06-24;Zona Centro;03/07/2024;FUMIGAR;C.B. FIORI - 191088;Web HD;Cerrado;3
WO0000005325442;221;SILLAS;2024-06-18;18-06-24;Zona Centro;21/06/2024;LIMPIAR;PLAZA LIMA NORTE - 191058;Web HD;Cerrado;3
WO0000005324553;190;PUERTA / MAMPARA CERRADURA;2024-06-18;18-06-24;Zona Sur;21/06/2024;REEMPLAZAR;SANTA ANITA - 191052;Web HD;Cerrado;3
WO0000005326637;65;CREDENZA CERRADURA;2024-06-18;24-06-24;Zona Sur;27/06/2024;REEMPLAZAR;RAUL FERRERO - 193012;Web HD;Cerrado;3
WO0000005326013;138;LOCKER CERRADURA;2024-06-18;18-06-24;Zona Sur;21/06/2024;REEMPLAZAR;COLONIAL - 192035;Web HD;Cerrado;3
WO0000005325802;108;FOCO FLOURESCENTES;2024-06-18;18-06-24;Zona Centro;21/06/2024;CAMBIAR;INDEPENDENCIA (LIMA) - 191142;Web HD;Cerrado;3
WO0000005325865;56;CONTADOR DE BILLETES;2024-06-18;20-06-24;Zona Sur;23/06/2024;REPARAR;LAS ALONDRAS - 191044;Web HD;Cerrado;3
WO0000005324515;58;CORTE DE AGUA;2024-06-18;18-06-24;Zona Sur;21/06/2024;REVISAR;LA SALLE - 191114;Web HD;Cerrado;3
WO0000005325431;111;GRIFERIA;2024-06-18;18-06-24;Zona Centro;21/06/2024;REVISAR;PERU - 191056;Web HD;Cerrado;3
WO0000005325870;128;LAMPARA DE EMERGENCIA;2024-06-18;18-06-24;Zona Centro;21/06/2024;REPARAR;EDUARDO DE HABICH - 191023;Web HD;Cerrado;3
WO0000005326011;188;PUERTA / MAMPARA;2024-06-18;18-06-24;Zona Sur;21/06/2024;REPARAR;LA SALLE - 191114;Web HD;Cerrado;3
WO0000005325862;56;CONTADOR DE BILLETES;2024-06-18;20-06-24;Zona Sur;23/06/2024;REPARAR;LAS ALONDRAS - 191044;Web HD;Cerrado;3
WO0000005324970;171;PISOS;2024-06-18;25-06-24;Zona Norte;28/06/2024;RESANAR;BOLOGNESI - 540002;Web HD;Cerrado;3
WO0000005325436;108;FOCO FLOURESCENTES;2024-06-18;18-06-24;Zona Centro;21/06/2024;CAMBIAR;NARANJAL - 191141;Web HD;Cerrado;3
WO0000005324513;136;LLAVE SHUNT;2024-06-18;18-06-24;Zona Sur;21/06/2024;REPARAR;PURUCHUCO - 191020;Web HD;Cerrado;3
WO0000005326633;43;CAJONERA CERRADURA;2024-06-18;24-06-24;Zona Sur;27/06/2024;DUPLICADO DE LLAVE;RAUL FERRERO - 193012;Web HD;Cerrado;3
WO0000005326631;34;CAJA FUERTE;2024-06-18;22-06-24;Zona Sur;25/06/2024;REPARAR;RAUL FERRERO - 193012;Web HD;Cerrado;3
WO0000005325490;108;FOCO FLOURESCENTES;2024-06-18;18-06-24;Zona Centro;21/06/2024;CAMBIAR;INDEPENDENCIA (LIMA) - 191142;Web HD;Cerrado;3
WO0000005327344;154;OFICINA;2024-06-18;01-07-24;Zona Centro;04/07/2024;FUMIGAR;BELAUNDE - 191018;Web HD;Cerrado;3
WO0000005332851;190;PUERTA / MAMPARA CERRADURA;2024-06-19;19-06-24;Zona Norte;22/06/2024;REEMPLAZAR;CUSCO - 285000;Web HD;Cerrado;3
WO0000005332414;108;FOCO FLOURESCENTES;2024-06-19;19-06-24;Zona Sur;22/06/2024;CAMBIAR;COLONIAL - 192035;Web HD;Cerrado;3
WO0000005331364;154;OFICINA;2024-06-19;30-06-24;Zona Centro;03/07/2024;FUMIGAR;PLAZA LIMA NORTE - 191058;Web HD;Cerrado;3
WO0000005332822;5;AIRE ACONDICIONADO;2024-06-19;25-06-24;Zona Sur;28/06/2024;REPARAR;MARISCAL CACERES - 220002;Web HD;Cerrado;3
WO0000005332417;108;FOCO FLOURESCENTES;2024-06-19;19-06-24;Zona Sur;22/06/2024;CAMBIAR;COLONIAL - 192035;Web HD;Cerrado;3
WO0000005332830;92;ESCRITORIO;2024-06-19;20-06-24;Zona Sur;20/06/2024;MANTENIMIENTO;LUREN - 380004;Web HD;Rechazado;1
WO0000005332406;106;FOCO AHORRADOR;2024-06-19;19-06-24;Zona Sur;22/06/2024;REVISAR;COLONIAL - 192035;Web HD;Cerrado;3
WO0000005331366;154;OFICINA;2024-06-19;30-06-24;Zona Centro;03/07/2024;FUMIGAR;PRO - 191029;Web HD;Cerrado;3
WO0000005331358;145;MICROFONO;2024-06-19;19-06-24;Zona Centro;22/06/2024;REEMPLAZAR;ZARATE - 191097;Web HD;Cerrado;2
WO0000005331929;74;DISPENSADOR DE JABON LIQUIDO;2024-06-19;19-06-24;Zona Centro;22/06/2024;REPARAR;URB SAN FELIPE COMAS - 191053;Web HD;Cerrado;3
WO0000005331324;252;TUBERIA DE DESAGUE;2024-06-19;19-06-24;Zona Norte;22/06/2024;REPARAR;CAYMA - 215002;Web HD;Cerrado;3
WO0000005332462;123;INODOROS;2024-06-19;02-07-24;Zona Sur;05/07/2024;REVISAR;PISCO - 470000;Web HD;Cerrado;3
WO0000005332452;154;OFICINA;2024-06-19;22-06-24;Zona Centro;25/06/2024;FUMIGAR;LA ENSENADA - 191149;Web HD;Cerrado;3
WO0000005331999;43;CAJONERA CERRADURA;2024-06-19;19-06-24;Zona Centro;22/06/2024;APERTURAR;EL PROGRESO - 191037;Web HD;Cerrado;3
WO0000005331949;190;PUERTA / MAMPARA CERRADURA;2024-06-19;22-06-24;Zona Centro;25/06/2024;APERTURAR;LA ENSENADA - 191149;Web HD;Cerrado;3
WO0000005332400;65;CREDENZA CERRADURA;2024-06-19;19-06-24;Zona Centro;22/06/2024;APERTURAR;CHIMPU OCLLO - 191113;Web HD;Cerrado;3
WO0000005331375;107;FOCO DICROICOS;2024-06-19;23-06-24;Zona Norte;26/06/2024;CAMBIAR;JACOBO HUNTER - 215022;Web HD;Cerrado;3
WO0000005331964;45;CAMARA IP;2024-06-19;;Zona Centro;;MOVER;SAN JUAN DE LURIGANCHO - 191017;Web HD;Rechazado;3
WO0000005331371;106;FOCO AHORRADOR;2024-06-19;23-06-24;Zona Norte;26/06/2024;CAMBIAR;JACOBO HUNTER - 215022;Web HD;Cerrado;3
WO0000005332888;108;FOCO FLOURESCENTES;2024-06-19;26-06-24;Zona Centro;29/06/2024;CAMBIAR;ZARATE - 191097;Web HD;Cerrado;3
WO0000005332841;174;PISOSPARQUET;2024-06-19;03-07-24;Zona Centro;06/07/2024;LIMPIAR;CHIMPU OCLLO - 191113;Web HD;Cerrado;3
WO0000005331368;188;PUERTA / MAMPARA;2024-06-19;;Zona Centro;;REPARAR;C.C. MULTIPLAZA - 191077;Web HD;Rechazado;3
WO0000005331959;57;CONTADOR DE MONEDAS;2024-06-19;;Zona Sur;;REPARAR;MESA REDONDA - 191069;Web HD;Rechazado;3
WO0000005332420;130;LAVATORIO;2024-06-19;19-06-24;Zona Sur;22/06/2024;REPARAR;COLONIAL - 192035;Web HD;Cerrado;3
WO0000005331392;154;OFICINA;2024-06-19;23-06-24;Zona Sur;26/06/2024;FUMIGAR;LA FONTANA - 193054;Web HD;Cerrado;3
WO0000005332829;128;LAMPARA DE EMERGENCIA;2024-06-19;01-07-24;Zona Sur;04/07/2024;REPARAR;MARISCAL CACERES - 220002;Web HD;Cerrado;3
WO0000005332849;240;TECHO /BALDOSAS;2024-06-19;19-06-24;Zona Norte;22/06/2024;CAMBIAR;MARIANO MELGAR - 215014;Web HD;Cerrado;3
WO0000005331957;45;CAMARA IP;2024-06-19;24-06-24;Zona Centro;27/06/2024;LIMPIAR;PROCERES - 191120;Web HD;Cerrado;3
WO0000005332445;56;CONTADOR DE BILLETES;2024-06-19;25-06-24;Zona Centro;28/06/2024;REPARAR;TARAPACA - 191030;Web HD;Cerrado;3
WO0000005332407;139;LONCHERA CERRADURA;2024-06-19;19-06-24;Zona Sur;22/06/2024;REEMPLAZAR;COLONIAL - 192035;Web HD;Cerrado;3
WO0000005332486;113;GRUPO ELECTROGENO;2024-06-19;01-07-24;Zona Sur;04/07/2024;REVISAR;IMPERIAL - 255001;Web HD;Cerrado;3
WO0000005331394;139;LONCHERA CERRADURA;2024-06-19;23-06-24;Zona Centro;26/06/2024;DUPLICADO DE LLAVE;PUENTE PIEDRA - 191035;Web HD;Cerrado;3
WO0000005332455;92;ESCRITORIO;2024-06-19;02-07-24;Zona Sur;05/07/2024;REPONER VIDRIO;PISCO - 470000;Web HD;Cerrado;3
WO0000005332800;199;PUNTO / CABLE DE RED;2024-06-19;24-06-24;Zona Centro;27/06/2024;REVISAR;TARAPACA - 191030;Web HD;Cerrado;3
WO0000005332855;160;PANEL DE ALARMAS;2024-06-19;20-06-24;Zona Centro;23/06/2024;REPARAR;PUNTO BCP TOTTUS CAMPOY - 191169;Web HD;Cerrado;3
WO0000005332804;74;DISPENSADOR DE JABON LIQUIDO;2024-06-19;04-07-24;Zona Centro;07/07/2024;REPARAR;TUPAC AMARU - 191038;Web HD;Cerrado;3
WO0000005331998;111;GRIFERIA;2024-06-19;19-06-24;Zona Centro;22/06/2024;REVISAR;EL PROGRESO - 191037;Web HD;Cerrado;3
WO0000005332457;111;GRIFERIA;2024-06-19;03-07-24;Zona Sur;06/07/2024;REVISAR;PISCO - 470000;Web HD;Cerrado;3
WO0000005332410;106;FOCO AHORRADOR;2024-06-19;19-06-24;Zona Sur;22/06/2024;CAMBIAR;COLONIAL - 192035;Web HD;Cerrado;3
WO0000005332412;106;FOCO AHORRADOR;2024-06-19;19-06-24;Zona Sur;22/06/2024;CAMBIAR;COLONIAL - 192035;Web HD;Cerrado;3
WO0000005332423;123;INODOROS;2024-06-19;19-06-24;Zona Sur;22/06/2024;REVISAR;COLONIAL - 192035;Web HD;Cerrado;3
WO0000005332430;108;FOCO FLOURESCENTES;2024-06-19;09-07-24;Zona Sur;12/07/2024;CAMBIAR;EL QUINDE ICA - 380008;Web HD;Cerrado;3
WO0000005331372;108;FOCO FLOURESCENTES;2024-06-19;23-06-24;Zona Norte;26/06/2024;CAMBIAR;JACOBO HUNTER - 215022;Web HD;Cerrado;3
WO0000005331996;123;INODOROS;2024-06-19;19-06-24;Zona Centro;22/06/2024;REVISAR;EL PROGRESO - 191037;Web HD;Cerrado;3
WO0000005332850;108;FOCO FLOURESCENTES;2024-06-19;19-06-24;Zona Norte;22/06/2024;CAMBIAR;MARIANO MELGAR - 215014;Web HD;Cerrado;3
WO0000005331940;111;GRIFERIA;2024-06-19;19-06-24;Zona Centro;22/06/2024;REVISAR;URB SAN FELIPE COMAS - 191053;Web HD;Cerrado;3
WO0000005333942;215;SENSOR DE MAMPARA;2024-06-20;20-06-24;Zona Sur;23/06/2024;REPARAR;GRAU (LIMA) - 191005;Web HD;Cerrado;3
WO0000005334412;214;SENSOR DE ANIEGO;2024-06-20;22-06-24;Zona Sur;25/06/2024;REPARAR;PISCO - 470000;Web HD;Cerrado;3
WO0000005334402;170;PIR ANTEBOVEDA;2024-06-20;22-06-24;Zona Sur;25/06/2024;REPARAR;ELIO - 191067;Web HD;Cerrado;3
WO0000005334409;170;PIR ANTEBOVEDA;2024-06-20;23-06-24;Zona Centro;26/06/2024;REPARAR;CANTO GRANDE - 191096;Web HD;Cerrado;3
WO0000005334403;55;CONTACTO MAGNETICO;2024-06-20;22-06-24;Zona Sur;25/06/2024;REPARAR;ELIO - 191067;Web HD;Cerrado;3
WO0000005333938;218;SE?ALETICA INTERNA;2024-06-20;;Zona Sur;;REPONER;IMPERIAL - 255001;Web HD;Rechazado;3
